id,claim,rating,image_url,permalink,publish_date,keyword,important_tweet_id
214,"Prior to condemning flag burning in November 2016, Donald Trump endorsed the act in February 2011.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/trumpflag.jpg?w=608 608w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/donald-trump-flag-burning-2011.jpg?w=640 640w']",https://www.snopes.com/fact-check/trumps-flip-flop-on-flag-burning/,2017-09-24T09:17:59+00:00,trump flip burn flag,
216,A photograph shows a 30-foot wave from Hurricane Jose hitting Jennette's Pier in North Carolina.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-jose.jpg?w=578 578w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/big-wave.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/big-wave-photo.jpg?w=2000 2000w']",https://www.snopes.com/fact-check/hurricane-jose-30-foot-waves-jennettes-pier/,2017-09-19T10:12:05+00:00,hurricane jose waves jennettes pier,
219,"A photograph shows a boulder containing remarkably well-preserved, larger-than-human seahorse fossil.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/Screen-Shot-2017-09-15-at-11.30.50-AM.png?w=425 425w'],https://www.snopes.com/fact-check/giant-fossil-seahorse/,2017-09-15T14:43:58+00:00,giant fossil seahorse,
220,A crude sketch of a phallus could be seen on the inside of a log during an episode of,TRUE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/maya-the-bee.jpg?w=744 744w'],https://www.snopes.com/fact-check/maya-bee-scene/,2017-09-15T11:07:39+00:00,Maya the Bee phallus,
222,A photograph shows a meal served by the Red Cross to victims of Hurricane Harvey in Texas.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/red-cross-meal.jpg?w=527 527w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/red-cross-meal-2016.jpg?w=720 720w']",https://www.snopes.com/fact-check/red-cross-harvey-meal/,2017-09-13T13:43:08+00:00,red cross harvey meal,
223,A photograph shows actors Heath Ledger and Cillian Murphy posing together.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/twitter-pic.jpg?w=575 575w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/murphy.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/heath-ledger-cyrian-murphy-photograph-real/,2017-09-13T11:53:22+00:00,Heath Ledger Cillian Murphy,
225,A criminology textbook used an image of Brock Turner to illustrate an entry on rape.,TRUE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/brock-turner-rape.jpg?w=720 720w'],https://www.snopes.com/fact-check/textbook-brock-turner-criminology-example/,2017-09-12T16:05:46+00:00,criminology textbook Brock Turner,
230,A photograph shows a group of people golfing as a forest fire rages in the background.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/golfers.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/oregon-golf-course.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/people-golfing-right-next-huge-forest-fire/,2017-09-08T09:02:00+00:00,golf forest fire,
231,The National Oceanic and Atmospheric Administration reported that Hurricane Irma had airlifted several sharks.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hurricane-irma.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/noa-hurricane.jpg?w=1024 1024w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/breaking-news-1.jpg?w=1280 1280w']",https://www.snopes.com/fact-check/hurricane-irma-now-contains-sharks/,2017-09-07T13:31:06+00:00,Hurricane Irma sharks,
232,"An 81-year-old man named Arthur Hickenlooper competed on the show ""American Ninja Warrior.""",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper.jpg?w=1002 1002w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper-2.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/hickenlooper-1.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/brent-steffensen.jpg?w=602 602w']",https://www.snopes.com/fact-check/arthur-hickenlooper-81-american-ninjaj-warrior/,2017-09-06T16:02:15+00:00,arthur hickenlooper american ninjaj warrior,
233,An image shows President Trump rescuing two cats from a flooded area in Texas after Hurricane Harvey in August 2017.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/trump-cats.jpg?w=474 474w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/man-saves-cats.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/trump-saved-two-cats-after-hurricane-harvey/,2017-09-05T10:51:03+00:00,trump cats hurricane harvey,
234,CNN published a story about pastor Joel Osteen that mistakenly featured an image of actor Tim Allen.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/tim-allen-cnn.jpg?w=469 469w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/09/cnn-joel-osteen.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/cnn-mistake-tim-allen-joel-osteen/,2017-09-01T11:48:48+00:00,cnn tim allen joel osteen,
235,"A photograph shows an ""inflatable dam"" holding back the flood waters surrounding a Texas home.",mostly-true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/inflatable-dam.jpg?w=793 793w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/aquadam.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/texas-house-saved-inflatable-dam/,2017-08-31T14:25:37+00:00,texas house inflatable dam,
236,Melania Trump wore high heels to visit Texas after Hurricane Harvey.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.jpg?w=589 589w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.43.28-AM.png?w=592 592w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.23.21-PM.png?w=592 592w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.20.43-PM.png?w=558 558w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-12.21.24-PM.png?w=594 594w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/texas_4.jpg?w=387 387w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-31-at-10.59.42-AM.png?w=583 583w']",https://www.snopes.com/fact-check/melania-trump-heels-houston-hurricane-harvey/,2017-08-31T12:48:22+00:00,Melania Trump Texas Harvey,
237,A Navy Destroyer crashed into a building in downtown Houston after Hurricane Harvey flooded the city in August 2017.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/navy-destroyer-houston.jpg?w=1140 1140w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/navy-ship.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/navy-destroyer-collides-building-downtown-houston/,2017-08-30T10:32:40+00:00,navy destroyer houston Harvey,
238,"A photograph shows actor James Earl Jones dressed as Darth Vader alongside 'Star Wars' stars Mark Hamill, Anthony Daniels, and Kenny Baker.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/hamil-and-vader.jpg?w=582 582w'],https://www.snopes.com/fact-check/james-earl-jones-star-wars-london-segregation/,2017-08-30T08:00:38+00:00,James Earl jones ban costume,
239,A photograph shows President Donald Trump receiving a spray-on tan before a television appearance.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/trumpspraytan.jpg?w=720 720w'],https://www.snopes.com/fact-check/trump-spray-tan-television/,2017-08-29T11:31:16+00:00,trump spray tan television,
241,A photograph shows President Obama and George Soros laughing together.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/obama-and-soros.jpg?w=599 599w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/obama-and-sorosand-kennedy.jpg?w=2000 2000w']",https://www.snopes.com/fact-check/photograph-obama-soros-laughing/,2017-08-25T14:39:00+00:00,obama soros laughing,
242,A screenshot from an episode of,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/bart-simpson-fake-chalkboard-gag.jpg?w=400 400w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/simpsons-chalkboard-gags.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/bart_chalk_messages_fade.jpg?w=600 600w']",https://www.snopes.com/fact-check/did-bart-simpson-mock-islam-during-a-chalkboard-gag/,2017-08-24T11:30:56+00:00,Simpson laugh Islam,
243,"A series of mugshots show all of the Antifa members who were arrested at a white nationalist rally in Charlottesville, Virginia.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa-mugshots.jpg?w=586 586w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/may-day-riot-portland-arrest-2017_1493730310104_9347927_ver1.0.jpg?w=534 534w']",https://www.snopes.com/fact-check/antifa-mugshots-charlottesville/,2017-08-23T14:19:14+00:00,antifa mugshots Charlottesville,
244,A photograph shows rays of lights in the shape of a cross during the August 2017 eclipse.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/fb-eclipse.jpg?w=540 540w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/god-eclipse.jpg?w=440 440w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/eclipse-collage.jpg?w=1957 1957w']",https://www.snopes.com/fact-check/sunlight-cross-eclipse/,2017-08-22T10:57:29+00:00,sun cross eclipse,
245,Photographs shows dozens of bomb-sniffing dogs killed by a security company in Kuwait.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/kuwait-dogs.jpg?w=591 591w'],https://www.snopes.com/fact-check/photographs-show-dozens-dead-dogs-kuwait/,2017-08-22T08:49:39+00:00,bomb sniffing dogs kuwait,
246,Antifa activists announced in August 2017 that they would protest the Sturgis Motorcycle Rally in 2018.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-sturgis-rally.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/lahren_tweet.png?w=463 463w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-dare.jpg?w=593 593w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-dared.jpg?w=582 582w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-survival-kit.jpg?w=571 571w']",https://www.snopes.com/fact-check/antifa-protest-sturgis-2018/,2017-08-22T08:44:27+00:00,antifa protest sturgis,
247,A photograph show a solar eclipse over the ocean in the South Pacific.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/eclipse-image.jpg?w=552 552w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/5333202438_ca8b17cb84_z.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/03/art-lewis.jpg?resize=1024']",https://www.snopes.com/fact-check/eclipse-over-south-pacific/,2017-08-21T20:56:21+00:00,eclipse south pacific,
248,The Vietnam Veterans Memorial was defaced with graffiti.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/5__Brandon_Rogers_-_I_have_no_words_for_the_people_who_did_this_to___.jpg?w=532 532w'],https://www.snopes.com/fact-check/vietnam-wall-graffiti/,2017-08-21T20:32:23+00:00,vietnam wall graffiti,
249,A photograph shows a man on a beach near a mountain that resembles his outline.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/man-and-mountain.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/mountain-collage.jpg?w=1002 1002w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/sleeping-kewpie.jpg?w=530 530w']",https://www.snopes.com/fact-check/man-really-look-like-mountain/,2017-08-21T17:03:21+00:00,Man Looks Like Mountain,
250,A photograph captures a solar eclipse as seen from space.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/03/eclipseart.jpg?resize=1024'],https://www.snopes.com/fact-check/solar-eclipse-from-space/,2017-08-21T14:50:24+00:00,solar eclipse space,
251,Images show a genuine antifa manual created and distributed by the anti-fascist group.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/the-antifa-manual.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.56.51-AM.png?w=696 696w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.57.51-AM.png?w=719 719w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.58.07-AM.png?w=642 642w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.58.31-AM.png?w=686 686w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Screenshot-2017-08-21-at-11.jpg?w=619 619w']",https://www.snopes.com/fact-check/is-this-antifa-manual-real/,2017-08-21T13:14:28+00:00,Antifa Manual Real,
252,A photograph shows a rainbow-colored mountain range in California.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/rainbow-mountains-1.jpg?w=480 480w'],https://www.snopes.com/fact-check/rainbow-mountains-real/,2017-08-18T07:18:20+00:00,Rainbow Mountains California,
253,A photograph shows Steve Bannon with a bloody lip.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/steve-bannon.jpg?w=800 800w'],https://www.snopes.com/fact-check/steve-bannon-bloody-lip/,2017-08-17T15:18:18+00:00,steve bannon bloody lip,
254,A photograph shows Queen singer Freddie Mercury applying intricate face makeup.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/freddie-mercury.jpg?w=336 336w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/mercury-makeup.jpg?w=1002 1002w']",https://www.snopes.com/fact-check/freddie-mercury-putting-make/,2017-08-17T14:25:20+00:00,freddie mercury makeup,
255,The anti-fascist group Antifa created and distributed a flyer calling for the murder of white children.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/resist-from-day-1.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-1.jpg?w=605 605w']",https://www.snopes.com/fact-check/antifa-flyers-call-for-the-murder-of-white-children/,2017-08-16T13:46:38+00:00,antifa flyers murder children,
256,"A photograph shows President Trump with ""Millennial Matt,"" an alt-right figure involved in the white nationalist march in Charlottesville.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/millenial-matt.jpg?w=589 589w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/millenial-matt-and-trump.jpg?w=286 286w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/Collage.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/trump-photographed-with-charlottesville-white-nationalist/,2017-08-14T14:56:29+00:00,trump charlottesville white nationalist,
257,A photograph shows an Antifa member hitting a police officer.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/not-antifa.jpg?w=534 534w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/antifa-or-greece.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/antifa-member-photographed-beating-police-officer/,2017-08-14T11:58:24+00:00,antifa hit police,
258,A photograph shows a black police officer protecting participants in a white supremacist protest in Charlottesville.,TRUE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/klanpolice.jpg?w=715 715w'],https://www.snopes.com/fact-check/racist-protesters-protected-black-policeman/,2017-08-13T09:42:39+00:00,black police Charlottesville,8.84186E+17
261,"President Trump plagiarized his ""fire and fury"" comment from Captain America comic book villain Red Skull.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/20727962_10155657532452650_5127414016212651588_n.jpg?w=864 864w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/captain-america-red-skull.jpg?w=830 830w']",https://www.snopes.com/fact-check/fire-and-fury-comic-book-villain/,2017-08-11T16:45:05+00:00,fire and fury trump villain,
262,A photograph shows a blue whale swimming beneath a row boat.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/blue-whale-photo.jpg?w=614 614w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/photoshopped.jpg?w=799 799w']",https://www.snopes.com/fact-check/blue-whale-under-rowboat/,2017-08-10T16:29:47+00:00,blue whale rowboat,
263,"A photograph shows Pope Francis kissing the hand of David Rockefeller, Henry Kissinger, or one of many other people targeted by conspiracy theorists as being part of a vast global conspiracy.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/pope.jpg?w=707 707w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/JEN_6480_1.jpg?w=878 878w']",https://www.snopes.com/fact-check/pope-francis-kisses-david-rockefellers-hand/,2017-08-09T14:52:44+00:00,pope kiss david rockefeller,
265,"The temperature hit a record 62°C (143.6°F) in Kuwait in July 2017, causing several trees to burst into flames.",mostly-false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait-weather.jpg?w=772 772w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait-traffic-light.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/kuwait.jpg?w=720 720w']",https://www.snopes.com/fact-check/62-degree-celsius-kuwait-tree-fire/,2017-08-07T12:12:32+00:00,62 kuwait tree fire,
266,Photographs depict a couple posing with a dolphin that died because the woman urinated in its blowhole.,miscaptioned,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/06/Argentina-Dolphin.jpg?w=950 950w'],https://www.snopes.com/fact-check/couple-kills-dolphin-urinating/,2017-08-06T19:25:33+00:00,couple kill dolphin urinating,
268,"Ret. Sgt. Gregory Hayes beat two Syrian refugees to death after they raped his daughter, and now faces life in prison.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/04/Pasted_Image_4_21_16__1_31_PM.jpg?resize=1024'],https://www.snopes.com/fact-check/sergeant-gregory-hayes/,2017-08-05T22:39:06+00:00,sergeant gregory hayes,
271,A large root system was discovered below Devil's Tower in Wyoming.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/devils-tower.jpg?w=462 462w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/tree-roots.jpg?w=767 767w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/roots-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/08/ThreeGeoTheoriessm_1.jpg?w=640 640w']",https://www.snopes.com/fact-check/roots-devils-tower/,2017-08-01T16:20:40+00:00,roots devils tower,
272,A photograph shows a Russian pilot flying under a bridge in 1965.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/russia-pilot.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/city-born-to-fly.jpg?w=839 839w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/newspaper.jpg?w=620 620w']",https://www.snopes.com/fact-check/russian-pilot-bridge-1965/,2017-07-31T13:53:52+00:00,russian pilot bridge 1965,
273,Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/panda.jpg?resize=300'],https://www.snopes.com/fact-check/panda-on-a-plane/,2017-07-30T20:34:53+00:00,panda seat plane,
274,"A photograph shows UFO ""kill markings"" on the side of a German World War II anti-aircraft gun.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/wwii-gun.jpg?w=500 500w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/88-flak-kill-markings.jpg?w=397 397w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/der-adler.jpg?w=600 600w']",https://www.snopes.com/fact-check/german-tank-shot-down-ufos/,2017-07-30T10:11:48+00:00,german tank shot ufos,
277,A photograph shows a house cat cuddling with a lion.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/lion-and-cat.jpg?w=1011 1011w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/whiskas-ad.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/lion-and-cat/,2017-07-28T16:56:34+00:00,cat cuddle lion,
278,A photograph shows a kayak near a pod of orca whales.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/orca-whales.jpg?w=556 556w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/watermark.jpg?w=794 794w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/walker-christopher-balance.jpg?w=600 600w']",https://www.snopes.com/fact-check/photograph-kayak-orcas/,2017-07-27T12:58:18+00:00,canoe orca whale,
279,A photograph shows John Lennon and Che Guevara playing guitar together.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/che-lennon.jpg?w=592 592w'],https://www.snopes.com/fact-check/lennon-che-guitar/,2017-07-27T10:57:41+00:00,lennon che guitar,
281,A July 2017 Facebook post shows Tom Hanks wearing a t-shirt bearing a number of liberal slogans.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Tom_Hanks_Facebook.jpg?w=924 924w'],https://www.snopes.com/fact-check/tom-hanks-t-shirt/,2017-07-26T10:25:59+00:00,tom hanks political shirt,
282,White House communications director Anthony Scaramucci posted a sexually explicit tweet in 2009.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/anthony-scarmuci.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/gross-tweets.jpg?w=1223 1223w']",https://www.snopes.com/fact-check/scaramucci-explicit-tweet-2009/,2017-07-25T14:18:32+00:00,scaramucci sexual tweet,
283,A photograph shows a middle school student with two broken arms next to a science fair project about jumping off tall buildings.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/how-high-is-too-high.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/water-tower-buildings.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/middle-school-break-arms-jumping-off-water-tower-science-project/,2017-07-25T08:54:11+00:00,middle school break arms jump off building,8.37846E+17
284,A photograph shows a large whale swimming through a canal in Venice.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/whales-in-venice.jpg?w=602 602w'],https://www.snopes.com/fact-check/whale-venice-canal-photograph/,2017-07-24T12:42:39+00:00,whale venice canal,
285,A photograph taken during World War II shows members of the League of German Girls during a uniform inspection.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/league-of-german-girls.jpg?w=558 558w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/BLITZM%C3%84DELS-AN-DIE-FRONT.jpg?w=902 902w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Blitzm%C3%A4dels-an-die-Front-2.jpg?w=770 770w']",https://www.snopes.com/fact-check/league-of-german-girls-inspection-during-world-war-ii/,2017-07-21T14:04:50+00:00,League of German Girls Inspection war,
286,A photograph shows a woman who mistakenly used expanding foam insulation on her hair instead of hair mousse.,unproven,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/09/builders-foam.jpg?w=888 888w'],https://www.snopes.com/fact-check/builders-foam-hair/,2017-07-20T19:27:25+00:00,spray builders foam hair,
287,A photograph shows a scarecrow made from a human corpse.,miscaptioned,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/skeleton-scarecrow.png?w=480 480w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/marrow-comments.jpg?w=555 555w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Screen-Shot-2017-07-20-at-4.51.39-PM.png?w=1054 1054w']",https://www.snopes.com/fact-check/scarecrow-human-body/,2017-07-20T13:57:03+00:00,scarecrow human body,
290,A photograph shows two men standing on a road in front of a tornado in Oklahoma in 1898.,mostly-false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/oklahoma-tornado-1898.jpg?w=601 601w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/tornado-ok.jpg?w=870 870w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/collage_tornadoes.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/first-tornado.jpg?w=675 675w']",https://www.snopes.com/fact-check/1898-oklahoma-tornado/,2017-07-19T11:13:27+00:00,1898 oklahoma tornado,
292,A photograph shows two women getting golf lessons from a robot golf instructor.,unproven,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/love-on-the-rough-robot.jpg?w=650 650w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/dorothy-jordan-golf-robot.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/robert-montgomery-golf-lessons.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/robot-golfer.jpg?w=478 478w']",https://www.snopes.com/fact-check/lady-golfers-robot-trainer/,2017-07-17T15:31:37+00:00,lady golfer robot trainer,
295,"A photograph shows Eric and Donald Trump Jr., sons of President Donald Trump.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/spot-the-difference.jpg?w=1000 1000w'],https://www.snopes.com/fact-check/trump-sons-photo/,2017-07-16T10:33:30+00:00,trump sons photo,8.73326E+17
296,A photograph shows the remains of an ancient tree trunk measuring more than two miles (3.2 km) wide.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/giant-tree.jpg?w=896 896w'],https://www.snopes.com/fact-check/ancient-giant-trees/,2017-07-14T13:58:12+00:00,ancient giant tree trunk,
298,"A meme shows the American flag displayed on the White House in 2017, and a rainbow display in 2016.",mostly-false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/not-trump-white-house.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Screenshot-2017-07-11-at-11.jpg?w=586 586w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/flag-comparison.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/american-flag-white-house/,2017-07-11T12:59:42+00:00,rainbow flage White house,
299,"A photograph shows Russia's president, Vladimir Putin, surrounded by other world leaders.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Screenshot-2017-07-10-aputint-7.jpg?w=554 554w'],https://www.snopes.com/fact-check/putin-surrounded-g20/,2017-07-10T13:48:38+00:00,putin surrounded g20,
300,A photograph shows an electric car charging in 1905.,mostly-true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/detroit-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/Thomas-Parker_1390746c.jpg?w=460 460w']",https://www.snopes.com/fact-check/electric-car-1905/,2017-07-10T12:26:33+00:00,electric car 1905,8.84408E+17
301,A photograph shows Muhammad Ali with all of his winnings in 1964.,miscaptioned,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/ali-money.jpg?w=492 492w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/ali-si.jpg?w=711 711w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/07/muhammad-ali.jpg?w=643 643w']",https://www.snopes.com/fact-check/muhammad-ali-winnings-1964/,2017-07-10T10:10:34+00:00,Muhammad Ali winnings 1964,
